WinCELL Pro 2011a	GLOBAL	ImageFileName	ImageXDpi ImageYDpi	Operator	Date Time	ImageAcqDeviceAndSoftwareInfo DateTimeModified	CalibMethod TPU Units	PxSizeX PxSizeY	RingWidth	PxClassif	Filters A L W FC LWR Smoothing	LengthWidthMethod	RejectCutBoundary	NExclusions	VesselClassif Thd	BorderWidth[px]	AnalysedRgnFrameCoord	Year	Image#	Beginning Ending	AnalysedRegion[Ring]Area	AnalysedRegionHorizSize	AnalysedRegionVertSize	TotalWall%Area	TotalWallArea	TotalLumenCell%Area	TotalLumenCellArea	AvgLumenCellArea	AvgLumenCellLength	AvgLumenCellWidth	AvgLumenCellPerim	AvgLumenCellFormCoef	AvgLumenCellL/W	NCells	TotalLumenVessel%Area	TotalLumenVesselArea	AvgLumenVesselArea	AvgLumenVesselLength	AvgLumenVesselWidth	AvgLumenVesselPerim	AvgLumenVesselFormCoef	AvgLumenVesselL/W	NVessels	TotalLumenParench%Area	TotalLumenParenchArea	AvgLumenParenchArea	AvgLumenParenchLength	AvgLumenParenchWidth	AvgLumenParenchPerim	AvgLumenParenchFormCoef	AvgLumenParenchL/W	NParench	NofGrpObj AvgNofObj/Grp	NofSplitObj AvgNofObj/Split		HistoDataType	HistoNOfClasses	HistoClassesBoundaries	HistoData1	HistoData2...	
SampleId	CELL	Year	Image#	Cell#	Group#	Type	LumenArea	LumenLength	LumenWidth	HorizontalPosition	VerticalPosition	LeftWallLength	RightWallLength	CellLength	LumenPerimeter	LumenFormCoefficient	LumenL/W					
SampleId	PATH	Year	Image#	PathName	CellRank	Cell#	LumenArea	LumenLength	Wall1Length	Wall2Length	AvgWallLength	CellLength	AvgWallLength/LumenLength	EarlyLateWood	LumenWidth	
SampleId	GROUP	Year	Image#	Group#	NObj	Type	AvgLumenArea	AvgLumenLength	AvgLumenWidth	AvgHorizontalPosition	AvgVerticalPosition	AvgLumenPerimeter	AvgLumenFormCoefficient	AvgLumenL/W	TotLumenArea	TotLumenLength	TotLumenWidth	TotLumenPerimeter	
2_nakH_1	GLOBAL	2_nakH_1.TIF	0.0000 0.0000	jt	4.10.2018 09:34:53	Regent Instruments Inc.  WinCELL Pro 2011a 	ObjKnownDim px	1.700000 1.700000	0.0000	THD-177	A<300.0000 	CentreHV	N	0	Y 180.0000	10	1287 2100 1548 3276	2014	1	B E	805142.4400	443.7000	1999.2000	93.35	751579.1800	0.27	2184.8400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	6.38	51378.4200	725.3139	28.5868	26.9316	111.5920	0.7126	1.1010	38	0.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	0 0.0	0 0.0		AREA	30	0.0000 300.0000 600.0000 900.0000 1200.0000 1500.0000 1800.0000 2100.0000 2400.0000 2700.0000 3000.0000 3300.0000 3600.0000 3900.0000 4200.0000 4500.0000 4800.0000 5100.0000 5400.0000 5700.0000 6000.0000 6300.0000 6600.0000 6900.0000 7200.0000 7500.0000 7800.0000 8100.0000 8400.0000 8700.0000 inf.	0	20	7	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2_nakH_1	CELL	2014	1	20	0	V	1638.6300	45.9000	40.8000	2422.0083	3846.6293	41.6500	32.3000	119.8500	159.5781	0.8086	1.1250	
2_nakH_1	CELL	2014	1	21	0	V	1184.9000	40.8000	30.6000	2428.9102	4106.7812	102.8500	83.3000	226.9500	142.0635	0.7378	1.3333	
2_nakH_1	CELL	2014	1	22	0	V	419.0500	18.7000	20.4000	2429.4993	3944.8793	111.3500	90.1000	220.1500	101.1959	0.5142	0.9167	
2_nakH_1	CELL	2014	1	23	0	V	1101.0900	42.5000	27.2000	2439.1475	4249.1255	108.8000	62.0500	213.3500	157.6321	0.5569	1.5625	
2_nakH_1	CELL	2014	1	24	0	V	887.2300	35.7000	25.5000	2454.0691	4945.2668	124.9500	79.9000	240.5500	128.4410	0.6758	1.4000	
2_nakH_1	CELL	2014	1	25	0	V	751.4000	32.3000	23.8000	2453.8846	4720.3377	45.0500	77.3500	154.7000	114.8184	0.7162	1.3571	
2_nakH_1	CELL	2014	1	26	0	V	367.0300	30.6000	17.0000	2464.3307	5136.6906	31.4500	28.0500	90.1000	87.5734	0.6014	1.8000	
2_nakH_1	CELL	2014	1	27	0	V	1144.4400	39.1000	34.0000	2472.4311	5350.7629	56.1000	65.4500	160.6500	132.3331	0.8212	1.1500	
2_nakH_1	CELL	2014	1	28	0	V	306.3400	23.8000	10.2000	2465.8981	4532.3604	119.0000	51.8500	194.6500	79.7891	0.6047	2.3333	
2_nakH_1	CELL	2014	1	29	0	V	445.0600	22.1000	22.1000	2478.4344	4480.7805	102.0000	61.2000	185.3000	81.7351	0.8372	1.0000	
2_nakH_1	CELL	2014	1	30	0	V	471.0700	20.4000	25.5000	2486.7558	4694.8577	144.5000	11.9000	176.8000	83.6812	0.8454	0.8000	
2_nakH_1	CELL	2014	1	31	0	V	416.1600	20.4000	22.1000	2489.1660	4991.6368	138.5500	9.3500	168.3000	81.7351	0.7828	0.9231	
2_nakH_1	CELL	2014	1	32	0	V	658.9200	22.1000	30.6000	2504.0627	3654.7241	66.3000	5.1000	93.5000	99.2498	0.8406	0.7222	
2_nakH_1	CELL	2014	1	33	0	V	312.1200	15.3000	22.1000	2507.0907	5386.8120	60.3500	51.8500	127.5000	70.0587	0.7991	0.6923	
2_nakH_1	CELL	2014	1	34	0	V	1124.2100	37.4000	34.0000	2528.2365	3842.8915	32.3000	32.3000	102.0000	130.3870	0.8310	1.1000	
2_nakH_1	CELL	2014	1	35	0	V	531.7600	20.4000	27.2000	2525.5348	3991.7940	115.6000	51.0000	187.0000	128.4410	0.4051	0.7500	
2_nakH_1	CELL	2014	1	36	0	V	410.3800	17.0000	27.2000	2532.6768	3655.0479	4.2500	34.0000	55.2500	89.5195	0.6435	0.6250	
2_nakH_1	CELL	2014	1	37	0	V	416.1600	27.2000	17.0000	2544.2271	3687.4299	168.3000	37.4000	232.9000	83.6812	0.7468	1.6000	
2_nakH_1	CELL	2014	1	38	0	V	390.1500	27.2000	17.0000	2546.0585	3628.0141	92.6500	15.3000	135.1500	77.8430	0.8091	1.6000	
2_nakH_1	GLOBAL	2_nakH_1.TIF	0.0000 0.0000	jt	4.10.2018 09:34:53	Regent Instruments Inc.  WinCELL Pro 2011a 	ObjKnownDim px	1.700000 1.700000	0.0000	THD-177	A<300.0000 	CentreHV	N	0	Y 180.0000	10	1464 2292 2306 3286	2013	1	B E	2313814.9200	1431.4000	1689.8000	78.29	1811547.3700	0.10	2384.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	21.60	499883.3000	2753.3081	54.0222	49.2105	231.7764	0.6050	1.1034	171	0.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	0 0.0	1 2.0		AREA	30	0.0000 300.0000 600.0000 900.0000 1200.0000 1500.0000 1800.0000 2100.0000 2400.0000 2700.0000 3000.0000 3300.0000 3600.0000 3900.0000 4200.0000 4500.0000 4800.0000 5100.0000 5400.0000 5700.0000 6000.0000 6300.0000 6600.0000 6900.0000 7200.0000 7500.0000 7800.0000 8100.0000 8400.0000 8700.0000 inf.	0	18	15	6	9	7	8	11	9	12	10	7	10	14	8	6	8	2	3	3	1	1	1	0	0	1	0	0	0	0	
2_nakH_1	CELL	2013	1	1	0	V	514.4200	18.7000	27.2000	2525.7511	3991.7815	3.4000	268.6000	290.7000	130.3870	0.3802	0.6875	
2_nakH_1	CELL	2013	1	2	0	V	312.1200	15.3000	20.4000	2526.0583	4983.7231	11.0500	23.8000	50.1500	77.8430	0.6473	0.7500	
2_nakH_1	CELL	2013	1	3	0	V	878.5600	28.9000	28.9000	2535.0970	4689.8862	12.7500	31.4500	73.1000	118.7106	0.7834	1.0000	
2_nakH_1	CELL	2013	1	4	0	V	317.9000	6.8000	40.8000	2536.8018	5136.2718	22.9500	3.4000	33.1500	103.1420	0.3755	0.1667	
2_nakH_1	CELL	2013	1	5	0	V	840.9900	18.7000	35.7000	2551.9454	4430.5564	1.7000	55.2500	75.6500	155.6860	0.4360	0.5238	
2_nakH_1	CELL	2013	1	6	0	V	2147.2700	44.2000	54.4000	2567.2746	5135.8556	3.4000	124.1000	171.7000	190.7154	0.7419	0.8125	
2_nakH_1	CELL	2013	1	7	0	V	2196.4000	42.5000	51.0000	2577.9180	4823.4279	34.8500	4.2500	81.6000	196.5536	0.7144	0.8333	
2_nakH_1	CELL	2013	1	8	0	V	1505.6900	44.2000	40.8000	2574.5733	5459.6234	27.2000	169.1500	240.5500	151.7939	0.8212	1.0833	
2_nakH_1	CELL	2013	1	9	0	V	2404.4800	62.9000	44.2000	2591.7767	4554.3838	35.7000	274.5500	373.1500	194.6075	0.7978	1.4231	
2_nakH_1	CELL	2013	1	10	0	V	1184.9000	20.4000	10.2000	2581.8232	5265.9615	44.2000	5.1000	69.7000	212.1222	0.3309	2.0000	
2_nakH_1	CELL	2013	1	11	0	V	676.2600	23.8000	30.6000	2575.7979	4341.0081	31.4500	4.2500	59.5000	107.0341	0.7418	0.7778	
2_nakH_1	CELL	2013	1	12	0	V	1947.8600	42.5000	51.0000	2592.9591	5003.2715	38.2500	3.4000	84.1500	179.0389	0.7636	0.8333	
2_nakH_1	CELL	2013	1	13	0	V	803.4200	22.1000	23.8000	2595.2579	4245.5054	41.6500	280.5000	344.2500	165.4164	0.3690	0.9286	
2_nakH_1	CELL	2013	1	14	0	V	1121.3200	23.8000	35.7000	2607.3925	4387.4941	0.8500	130.0500	154.7000	177.0928	0.4493	0.6667	
2_nakH_1	CELL	2013	1	15	0	V	1973.8700	56.1000	42.5000	2616.9048	5485.4321	50.1500	98.6000	204.8500	184.8771	0.7257	1.3200	
2_nakH_1	CELL	2013	1	16	0	V	1222.4700	35.7000	37.4000	2614.0615	4337.4636	5.1000	52.7000	93.5000	155.6860	0.6338	0.9545	
2_nakH_1	CELL	2013	1	17	0	V	1208.0200	23.8000	57.8000	2615.7062	5257.1931	4.2500	2.5500	30.6000	169.3085	0.5296	0.4118	
2_nakH_1	CELL	2013	1	18	0	V	644.4700	11.9000	54.4000	2611.6879	4816.8166	4.2500	2.5500	18.7000	140.1174	0.4125	0.2188	
2_nakH_1	CELL	2013	1	19	0	V	2251.3100	34.0000	34.0000	2636.0257	4052.4705	3.4000	44.2000	81.6000	284.1270	0.3504	1.0000	
2_nakH_1	CELL	2013	1	20	0	V	3202.1200	73.1000	51.0000	2650.2110	4698.8614	32.3000	164.9000	270.3000	233.5290	0.7378	1.4333	
2_nakH_1	CELL	2013	1	21	0	V	2965.1400	69.7000	47.6000	2648.3399	5366.0086	62.9000	9.3500	141.9500	214.0683	0.8131	1.4643	
2_nakH_1	CELL	2013	1	22	0	V	846.7700	28.9000	30.6000	2631.3215	4105.3259	56.9500	3.4000	89.2500	122.6027	0.7079	0.9444	
2_nakH_1	CELL	2013	1	23	0	V	346.8000	11.9000	32.3000	2626.1033	4990.4208	4.2500	5.9500	22.1000	93.4116	0.4994	0.3684	
2_nakH_1	CELL	2013	1	24	0	V	2138.6000	52.7000	54.4000	2648.0946	4817.9516	1.7000	111.3500	165.7500	284.1270	0.3329	0.9688	
2_nakH_1	CELL	2013	1	25	0	V	2976.7000	57.8000	57.8000	2657.4582	5258.6298	1.7000	31.4500	90.9500	282.1809	0.4698	1.0000	
2_nakH_1	CELL	2013	1	26	0	V	2381.3600	44.2000	57.8000	2659.9987	4994.2926	5.9500	94.3500	144.5000	216.0143	0.6413	0.7647	
2_nakH_1	CELL	2013	1	27	0	V	2470.9500	39.1000	47.6000	2679.7269	4096.1749	0.8500	267.7500	307.7000	264.6662	0.4433	0.8214	
2_nakH_1	CELL	2013	1	28	0	V	2780.1800	64.6000	49.3000	2688.0075	4610.7446	79.0500	5.1000	148.7500	225.7447	0.6856	1.3103	
2_nakH_1	CELL	2013	1	29	0	V	1699.3200	23.8000	47.6000	2675.0946	4217.9053	78.2000	0.8500	102.8500	202.3918	0.5213	0.5000	
2_nakH_1	CELL	2013	1	30	0	V	1170.4500	27.2000	51.0000	2672.4546	5179.4886	82.4500	2.5500	112.2000	149.8478	0.6550	0.5333	
2_nakH_1	CELL	2013	1	31	0	V	1939.1900	35.7000	51.0000	2689.5748	5063.3803	85.0000	3.4000	124.1000	219.9065	0.5039	0.7000	
2_nakH_1	CELL	2013	1	32	0	V	3748.3300	68.0000	64.6000	2710.2968	4439.5808	56.9500	436.9000	561.8500	361.9699	0.3595	1.0526	
2_nakH_1	CELL	2013	1	33	0	V	2944.9100	59.5000	59.5000	2714.5780	5389.1001	13.6000	2.5500	75.6500	217.9604	0.7790	1.0000	
2_nakH_1	CELL	2013	1	34	0	V	2450.7200	39.1000	68.0000	2711.5722	5179.8158	2.5500	4.2500	45.9000	214.0683	0.6720	0.5750	
2_nakH_1	CELL	2013	1	35	0	V	3228.1300	61.2000	61.2000	2749.8132	4211.2242	13.6000	155.5500	230.3500	270.5044	0.5544	1.0000	
2_nakH_1	CELL	2013	1	36	0	V	676.2600	18.7000	34.0000	2724.4098	5066.5521	3.4000	5.9500	28.0500	126.4949	0.5311	0.5500	
2_nakH_1	CELL	2013	1	37	0	V	4028.6600	56.1000	68.0000	2769.9585	4335.9585	2.5500	5.1000	63.7500	317.2102	0.5031	0.8250	
2_nakH_1	CELL	2013	1	38	0	V	878.5600	25.5000	35.7000	2738.4763	4606.3737	4.2500	5.1000	34.8500	140.1174	0.5623	0.7143	
2_nakH_1	CELL	2013	1	39	0	V	930.5800	37.4000	27.2000	2753.1764	4406.6165	11.0500	49.3000	97.7500	130.3870	0.6879	1.3750	
2_nakH_1	CELL	2013	1	40	0	V	693.6000	20.4000	34.0000	2745.7833	5050.1687	1.7000	32.3000	54.4000	126.4949	0.5447	0.6000	
2_nakH_1	CELL	2013	1	41	0	V	2944.9100	45.9000	61.2000	2775.7363	3960.7865	135.1500	14.4500	195.5000	260.7740	0.5442	0.7500	
2_nakH_1	CELL	2013	1	42	0	V	346.8000	17.0000	13.6000	2747.4833	4900.3350	124.1000	8.5000	149.6000	91.4655	0.5209	1.2500	
2_nakH_1	CELL	2013	1	43	0	V	2268.6500	47.6000	54.4000	2760.3604	5170.0054	5.1000	61.2000	113.9000	210.1761	0.6454	0.8750	
2_nakH_1	CELL	2013	1	44	0	V	3751.2200	78.2000	61.2000	2776.8832	4871.7874	124.1000	130.0500	332.3500	241.3133	0.8095	1.2778	
2_nakH_1	CELL	2013	1	45	0	V	4228.0700	85.0000	64.6000	2782.7826	4036.1707	37.4000	12.7500	135.1500	272.4505	0.7158	1.3158	
2_nakH_1	CELL	2013	1	46	0	V	2346.6800	57.8000	49.3000	2771.8626	4762.4809	127.5000	4.2500	189.5500	188.7693	0.8276	1.1724	
2_nakH_1	CELL	2013	1	47	0	V	1549.0400	51.0000	34.0000	2770.4672	4490.8450	124.1000	45.0500	220.1500	153.7399	0.8236	1.5000	
2_nakH_1	CELL	2013	1	48	0	V	2739.7200	32.3000	66.3000	2784.7829	5361.6296	6.8000	116.4500	155.5500	282.1809	0.4324	0.4872	
2_nakH_1	CELL	2013	1	49	0	V	647.3600	18.7000	30.6000	2758.8344	5385.9263	2.5500	4.2500	25.5000	159.5781	0.3195	0.6111	
2_nakH_1	CELL	2013	1	50	0	V	482.6300	8.5000	32.3000	2764.9126	4600.6988	3.4000	0.8500	12.7500	116.7645	0.4448	0.2632	
2_nakH_1	CELL	2013	1	51	0	V	846.7700	35.7000	27.2000	2770.5881	5258.3727	31.4500	10.2000	77.3500	118.7106	0.7551	1.3125	
2_nakH_1	CELL	2013	1	52	0	V	3034.5000	54.4000	64.6000	2808.9181	5523.0685	28.0500	5.1000	87.5500	221.8525	0.7748	0.8421	
2_nakH_1	CELL	2013	1	53	0	V	3641.4000	71.4000	69.7000	2836.9951	4746.7832	3.4000	10.2000	85.0000	291.9113	0.5370	1.0244	
2_nakH_1	CELL	2013	1	54	0	V	5158.6500	86.7000	68.0000	2853.9581	5256.0200	1.7000	129.2000	217.6000	336.6710	0.5719	1.2750	
2_nakH_1	CELL	2013	1	55	0	V	2950.6900	68.0000	54.4000	2844.4946	4285.3037	161.5000	47.6000	277.1000	217.9604	0.7805	1.2500	
2_nakH_1	CELL	2013	1	56	0	V	436.3900	18.7000	17.0000	2826.6609	3969.0159	8.5000	156.4000	183.6000	101.1959	0.5355	1.1000	
2_nakH_1	CELL	2013	1	57	0	V	468.1800	17.0000	32.3000	2820.3105	4330.5296	4.2500	68.0000	89.2500	87.5734	0.7671	0.5263	
2_nakH_1	CELL	2013	1	58	0	V	1080.8600	45.9000	27.2000	2845.3636	5121.5000	116.4500	6.8000	169.1500	138.1713	0.7114	1.6875	
2_nakH_1	CELL	2013	1	59	0	V	3259.9200	71.4000	51.0000	2863.1512	5415.3304	51.0000	138.5500	260.9500	229.6369	0.7768	1.4000	
2_nakH_1	CELL	2013	1	60	0	V	1291.8300	30.6000	44.2000	2845.5832	4655.4215	170.8500	2.5500	204.0000	147.9017	0.7421	0.6923	
2_nakH_1	CELL	2013	1	61	0	V	5086.4000	79.9000	78.2000	2881.3725	5511.5391	5.9500	61.2000	147.0500	313.3181	0.6511	1.0217	
2_nakH_1	CELL	2013	1	62	0	V	3528.6900	69.7000	64.6000	2881.3260	4047.7654	14.4500	34.8500	119.0000	231.5829	0.8268	1.0789	
2_nakH_1	CELL	2013	1	63	0	V	2910.2300	64.6000	54.4000	2906.8886	4401.1869	55.2500	73.1000	192.9500	216.0143	0.7837	1.1875	
2_nakH_1	CELL	2013	1	64	0	V	4433.2600	73.1000	69.7000	2913.3700	4985.0982	94.3500	6.8000	174.2500	272.4505	0.7505	1.0488	
2_nakH_1	CELL	2013	1	65	0	V	867.0000	25.5000	25.5000	2894.0233	5113.0390	0.8500	122.4000	148.7500	159.5781	0.4278	1.0000	
2_nakH_1	CELL	2013	1	66	0	V	4060.4500	56.1000	71.4000	2931.9664	4833.7594	3.4000	2.5500	62.0500	377.5386	0.3580	0.7857	
2_nakH_1	CELL	2013	1	67	0	V	1872.7200	40.8000	51.0000	2907.2177	4501.0307	46.7500	3.4000	90.9500	169.3085	0.8210	0.8000	
2_nakH_1	CELL	2013	1	68	0	V	338.1300	25.5000	15.3000	2905.9248	4739.9197	11.0500	230.3500	266.9000	77.8430	0.7012	1.6667	
2_nakH_1	CELL	2013	1	69	0	V	3976.6400	74.8000	66.3000	2936.8501	4649.1788	3.4000	3.4000	81.6000	260.7740	0.7348	1.1282	
2_nakH_1	CELL	2013	1	70	0	V	346.8000	15.3000	17.0000	2916.9167	5158.6075	62.0500	5.1000	82.4500	107.0341	0.3804	0.9000	
2_nakH_1	CELL	2013	1	71	0	V	3652.9600	85.0000	52.7000	2962.6172	5322.2642	215.9000	133.4500	434.3500	249.0976	0.7398	1.6129	
2_nakH_1	CELL	2013	1	72	0	V	3433.3200	66.3000	68.0000	2953.8187	4156.8735	217.6000	2.5500	286.4500	270.5044	0.5896	0.9750	
2_nakH_1	CELL	2013	1	73	0	V	557.7700	11.9000	27.2000	2938.6482	5157.8528	5.1000	5.9500	22.9500	130.3870	0.4123	0.4375	
2_nakH_1	CELL	2013	1	74	0	V	3436.2100	49.3000	66.3000	2961.5630	4498.9320	2.5500	9.3500	61.2000	268.5583	0.5987	0.7436	
2_nakH_1	CELL	2013	1	75	0	V	3733.8800	73.1000	62.9000	2969.4105	5455.5461	168.3000	35.7000	277.1000	235.4751	0.8462	1.1622	
2_nakH_1	CELL	2013	1	76	0	V	2540.3100	51.0000	56.1000	2978.2279	5147.1745	5.1000	130.9000	187.0000	208.2300	0.7362	0.9091	
2_nakH_1	CELL	2013	1	77	0	V	2794.6300	51.0000	64.6000	2983.7373	4985.0804	6.8000	138.5500	196.3500	219.9065	0.7262	0.7895	
2_nakH_1	CELL	2013	1	78	0	V	812.0900	10.2000	30.6000	2975.7683	4820.9157	1.7000	5.1000	17.0000	227.6908	0.1968	0.3333	
2_nakH_1	CELL	2013	1	79	0	V	3066.2900	44.2000	66.3000	2994.5252	4309.6827	52.7000	2.5500	99.4500	367.8082	0.2848	0.6667	
2_nakH_1	CELL	2013	1	80	0	V	4866.7600	90.1000	74.8000	3027.5062	4662.2015	4.2500	240.5500	334.9000	293.8573	0.7082	1.2045	
2_nakH_1	CELL	2013	1	81	0	V	3979.5300	83.3000	59.5000	3025.4815	4054.7901	34.8500	426.7000	544.8500	247.1515	0.8187	1.4000	
2_nakH_1	CELL	2013	1	82	0	V	3112.5300	54.4000	68.0000	3017.6026	4820.5812	5.1000	153.8500	213.3500	233.5290	0.7172	0.8000	
2_nakH_1	CELL	2013	1	83	0	V	2262.8700	54.4000	35.7000	3021.5014	4148.3213	2.5500	61.2000	118.1500	274.3966	0.3777	1.5238	
2_nakH_1	CELL	2013	1	84	0	V	4196.2800	64.6000	66.3000	3042.8291	4490.2163	10.2000	32.3000	107.1000	274.3966	0.7004	0.9744	
2_nakH_1	CELL	2013	1	85	0	V	3202.1200	64.6000	56.1000	3047.2607	5063.8750	55.2500	52.7000	172.5500	254.9358	0.6191	1.1515	
2_nakH_1	CELL	2013	1	86	0	V	3858.1500	71.4000	66.3000	3069.8256	4313.5991	3.4000	109.6500	184.4500	243.2594	0.8193	1.0769	
2_nakH_1	CELL	2013	1	87	0	V	5019.9300	85.0000	68.0000	3084.7816	5203.6687	156.4000	56.9500	298.3500	282.1809	0.7922	1.2500	
